"","row","col","bNTI","RCbray","process","row.country","row.site","row.landuse","col.country","col.site","col.landuse","pair_scale","pair_landu"
"203","K03","K29",-8.75447719786723,0.92,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"204","K03","K30",-8.17884868890534,0.53,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"205","K03","K31",-8.51310887132299,0.77,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"206","K03","K32",-8.47284450436072,0.37,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"207","K03","K33",-8.37948709936609,0.68,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"208","K03","K34",-6.96941293174028,0.24,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"209","K03","K35",-8.43297501583135,0.73,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"210","K03","K36",-8.5757354360605,0.4,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"211","K03","K37",-8.63394160458783,0.98,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"212","K03","K38",-8.72796571137159,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"213","K03","K39",-8.22328801569957,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"214","K03","K40",-7.09582185296497,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"215","K03","K41",-7.76825973865746,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"216","K03","K42",-6.67081832394732,0.88,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"217","K03","K43",-6.84685564098402,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"218","K03","K44",-8.63081441816757,0.47,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"219","K03","K45",-8.07345900179524,0.92,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"220","K03","K46",-2.60182284223632,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"221","K03","K47",-4.28968741269371,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"222","K03","K48",-3.08940901935064,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"223","K03","K49",-3.39143345399291,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"224","K03","K50",-3.23415813236768,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"225","K03","K51",-3.74698499122756,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"226","K03","K52",-6.62811197429927,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"227","K03","K53",-8.57983415633294,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"228","K03","K54",-7.00008081843468,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"229","K03","M01",-6.68646978114501,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"230","K03","M02",-6.49202171033692,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"231","K03","M03",-4.83482697950801,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"232","K03","M04",-5.57921619923591,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"233","K03","M05",-5.33147577285993,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"234","K03","M06",-6.4286189951894,0.99,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"235","K03","M07",-6.30048020447952,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"236","K03","M08",-4.81693246971928,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"237","K03","M09",-5.72976823759759,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"238","K03","M10",-2.46000646547951,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"239","K03","M11",-4.09802220287676,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"240","K03","M12",-3.01508154778895,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"241","K03","M13",-2.56595125866523,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"242","K03","M14",-1.06064171141987,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"243","K03","M15",-3.12635585202677,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"244","K03","M16",-4.82095454186328,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"245","K03","M17",-2.63138476325276,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"246","K03","M18",-3.37165607875754,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"247","K03","M19",-6.3678638809898,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"248","K03","M20",-6.50204446734828,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"249","K03","M21",-5.53767741712488,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"250","K03","M22",-5.30723427853196,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"251","K03","M23",-5.12552479196995,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"252","K03","M24",-3.61769219521311,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"253","K03","M25",-6.2799624585636,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"254","K03","M26",-1.55913695059607,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"255","K03","M27",-4.17216535480411,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"256","K03","M28",-0.697079170093707,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"257","K03","M29",-2.87830526823384,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"258","K03","M30",-0.813012513551651,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"259","K03","M31",-1.46516066727153,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"260","K03","M32",-3.07517863444356,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"261","K03","M33",-2.55425847148377,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"262","K03","M34",-2.65359951755261,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"263","K03","M35",-4.22416254888123,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"264","K03","M36",-1.76606825639923,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"265","K04","K05",-10.0539863630252,-1,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Natural","within_site","Natural"
"266","K04","K06",-9.72809435944375,-1,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Natural","within_site","Natural"
"267","K04","K07",-9.99615336367275,-1,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Natural","within_site","Natural"
"268","K04","K08",-10.1282552757424,-0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Natural","within_site","Natural"
"269","K04","K09",-12.1082317902824,-1,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Natural","within_site","Natural"
"270","K04","K10",-10.2574890062565,-0.69,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"271","K04","K11",-10.0801244136327,0.54,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"272","K04","K12",-9.73596455620664,0.09,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"273","K04","K13",-10.3707868164345,0.48,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"274","K04","K14",-9.6024308475513,0.9,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"275","K04","K15",-9.95495425436782,0.91,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"276","K04","K16",-10.1119454352677,0.49,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"277","K04","K17",-10.1172953229453,0.84,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"278","K04","K18",-10.9167646649772,0.37,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"279","K04","K19",-7.00401452358259,0.29,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"280","K04","K20",-7.10153071610755,0.49,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"281","K04","K21",-6.89525891040889,0.48,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"282","K04","K22",-6.05873923939125,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"283","K04","K23",-6.35054846707048,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"284","K04","K24",-5.21264732301524,0.88,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"285","K04","K25",-6.57764586016094,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"286","K04","K26",-4.97064804143807,0.85,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"287","K04","K27",-6.22448492358684,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"288","K04","K28",-7.05456123005078,0.97,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"289","K04","K29",-7.04675456771588,0.97,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"290","K04","K30",-6.7280759540446,0.9,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"291","K04","K31",-6.76008756609554,0.75,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"292","K04","K32",-6.86472950333914,0.85,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"293","K04","K33",-6.9273614562316,0.89,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"294","K04","K34",-6.24891639792427,0.56,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"295","K04","K35",-6.52956433621945,0.75,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"296","K04","K36",-6.68893496655134,0.65,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"297","K04","K37",-6.5863549232871,0.98,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"298","K04","K38",-6.73834754477854,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"299","K04","K39",-6.42540210897785,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"300","K04","K40",-5.9844136707851,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"301","K04","K41",-5.85361039040928,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"302","K04","K42",-5.75349067305831,0.95,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"303","K04","K43",-6.08880246428715,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"304","K04","K44",-7.09625082421013,0.75,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"305","K04","K45",-6.73442563534594,0.95,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"306","K04","K46",-1.63303236181989,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"307","K04","K47",-2.64898054043619,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"308","K04","K48",-1.61805743761309,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"309","K04","K49",-1.71237905501496,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"310","K04","K50",-1.63671004255311,1,"Dispersal Limitation","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"311","K04","K51",-2.59381635910741,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"312","K04","K52",-5.68478112909012,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
