K01	K02	K03	K04	K05	K06	K07	K08	K09	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K26	K27	K28	K29	K30	K31	K32	K33	K34	K35	K36	K37	K38	K39	K40	K41	K42	K43	K44	K45	K46	K47	K48	K49	K50	K51	K52	K53	K54	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36	Kingdom	Phylum	Class	Order	Family	Genus	Species
Prok_ASV291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	11	20	0	0	0	18	13	26	0	0	0	0	0	0	0	0	0	47	60	42	44	53	57	39	26	34	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV292	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	83	46	19	20	11	7	0	14	30	0	0	0	0	0	0	0	0	48	14	18	0	30	0	14	80	0	0	0	21	0	0	0	0	0	0	0	0	0	0	48	29	0	0	0	20	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Aquisphaera	NA
Prok_ASV293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	40	0	0	37	0	25	0	22	0	0	0	0	0	0	34	12	55	21	34	38	18	16	20	0	0	13	5	0	0	18	0	0	29	30	17	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
Prok_ASV294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	9	9	11	11	15	10	10	10	11	10	23	5	8	13	27	7	3	6	16	7	26	0	31	17	26	3	29	23	4	10	21	8	22	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA
Prok_ASV295	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	29	30	24	37	28	27	41	27	0	0	0	0	0	0	0	0	0	36	28	40	37	19	19	0	28	32	0	0	0	0	15	13	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
Prok_ASV296	0	0	0	0	0	0	0	0	0	31	61	46	40	36	0	0	27	22	77	33	68	21	25	0	26	75	71	18	39	20	33	34	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	91	162	0	54	36	38	76	0	10	109	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA
Prok_ASV298	0	19	48	0	47	42	86	83	34	8	0	0	0	0	0	0	0	0	0	35	35	0	9	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	36	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	20	23	28	0	34	33	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
Prok_ASV299	0	38	0	0	0	0	0	0	0	33	22	18	33	32	28	25	16	32	0	0	65	22	0	0	45	55	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	12	0	0	4	9	0	0	0	4	0	14	0	7	0	8	8	7	3	0	2	14	11	10	6	8	13	10	7	17	4	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA
Prok_ASV300	0	81	0	0	30	59	0	0	0	21	43	79	0	33	0	0	25	0	0	0	0	0	39	0	0	0	0	0	0	37	0	0	44	0	29	0	31	0	0	0	42	0	0	0	32	0	0	0	0	0	0	0	18	0	0	0	0	15	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	0	0	0	0	0	0	0	0	0	0	12	0	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	NA
Prok_ASV301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	33	0	26	8	16	16	29	31	17	36	37	19	26	14	47	25	0	0	0	0	0	0	3	5	6	17	9	8	10	14	15	10	15	7	0	0	0	0	0	0	3	0	0	14	18	26	20	19	6	30	7	16	0	0	0	0	0	0	0	0	0	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
Prok_ASV302	0	0	0	0	0	0	0	0	0	0	0	13	0	0	14	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	10	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	19	10	10	6	0	0	0	0	0	0	0	0	0	0	13	22	34	17	0	16	15	29	0	0	0	0	0	0	0	0	0	21	32	19	27	37	23	18	22	21	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	NA
Prok_ASV303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	16	26	19	40	18	26	17	22	28	0	8	0	0	0	0	0	0	0	0	0	17	25	0	15	28	18	21	11	21	0	12	16	13	30	24	9	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA	NA
Prok_ASV304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	12	0	8	17	18	0	14	12	0	26	7	14	26	13	12	0	9	22	0	13	0	28	27	34	8	27	15	5	12	19	15	24	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
Prok_ASV305	50	62	45	0	0	47	0	0	0	40	51	29	50	50	48	26	36	45	0	0	0	0	0	0	0	0	0	0	0	25	27	20	0	0	27	33	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
Prok_ASV306	128	53	0	0	50	0	57	109	72	0	0	0	0	0	0	0	0	0	42	133	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	54	0	21	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA
Prok_ASV307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	23	30	38	30	27	33	47	0	0	0	25	15	12	9	10	0	0	19	33	20	26	0	0	0	0	18	15	11	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	NA
Prok_ASV308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	9	16	9	6	16	19	13	14	9	8	19	11	9	33	29	9	5	3	8	0	13	0	29	14	20	7	23	19	0	12	19	11	36	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	NA
Prok_ASV309	0	0	0	0	0	0	0	0	0	26	24	0	42	34	0	32	50	23	0	16	80	51	77	51	29	0	35	0	0	0	0	0	0	0	0	0	0	0	0	61	38	65	0	0	0	0	0	0	0	0	0	18	13	17	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Holophagae	Subgroup_7	NA	NA	NA
Prok_ASV310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	18	15	24	28	7	0	0	0	0	26	24	0	0	0	0	0	0	0	0	20	0	0	0	0	0	49	0	19	0	0	0	0	0	0	0	0	69	61	17	0	15	0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA
Prok_ASV311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	19	22	17	32	28	36	0	0	0	37	27	0	10	0	0	0	14	0	0	0	8	18	10	23	0	0	0	27	0	0	0	0	13	5	0	9	0	8	0	11	9	0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	NA
Prok_ASV312	0	0	0	0	0	97	190	148	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	NA
Prok_ASV313	0	0	0	0	0	0	0	0	0	23	0	0	29	22	0	0	0	0	0	0	0	0	0	0	12	0	0	52	38	46	40	22	32	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	8	4	18	31	8	15	11	21	11	0	0	0	0	0	0	0	0	0	16	17	13	21	9	0	10	5	18	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA
Prok_ASV314	0	0	0	0	0	0	11	0	0	0	0	25	0	0	0	12	19	22	6	20	0	0	0	0	0	0	0	0	0	0	9	0	0	19	20	27	28	18	22	0	27	32	25	32	61	0	0	0	0	0	0	14	11	16	14	7	4	20	16	18	8	9	9	0	0	0	0	0	0	0	4	0	8	11	7	12	8	6	0	3	3	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	NA	NA	NA	NA	NA
Prok_ASV315	46	64	30	18	57	53	39	0	49	0	0	0	0	0	24	0	0	0	20	23	36	13	37	51	0	31	0	0	25	28	41	0	0	0	44	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
Prok_ASV316	19	0	0	0	0	0	0	0	0	16	0	9	23	18	0	0	0	8	0	0	0	0	20	0	0	0	0	0	6	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	7	13	18	15	12	32	47	21	15	0	16	0	0	0	0	0	0	0	3	7	18	16	24	11	10	19	0	11	18	0	9	0	0	13	8	8	14	11	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
Prok_ASV317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	123	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	80	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA
Prok_ASV318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	17	11	21	56	13	27	13	0	0	0	20	0	18	0	0	18	42	18	19	67	20	29	24	35	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
Prok_ASV319	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	29	0	0	0	0	0	15	0	0	0	0	0	0	0	25	17	0	22	27	0	0	29	34	19	0	0	0	0	21	50	62	42	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA
Prok_ASV320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	18	17	0	0	0	0	0	0	0	0	0	0	0	0	23	32	42	0	0	63	86	0	0	21	0	0	33	0	0	0	0	0	0	0	32	61	0	0	0	24	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
Prok_ASV321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	21	18	21	25	29	10	14	0	0	0	0	0	0	0	0	0	0	27	35	47	45	45	59	21	11	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	NA
Prok_ASV322	0	60	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	30	0	43	59	54	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	25	9	0	28	0	0	13	0	24	0	6	0	0	0	0	0	0	0	0	23	28	7	0	9	0	0	10	1	0	15	19	0	0	0	0	9	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA	NA
Prok_ASV323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	9	0	0	0	0	0	0	26	26	15	36	17	36	43	17	37	14	0	0	0	18	0	0	0	0	20	40	21	27	45	24	0	0	0	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV324	0	0	0	0	0	0	0	0	0	0	0	0	12	9	15	0	0	6	0	0	0	0	10	0	28	0	28	16	14	0	0	13	38	0	0	0	0	0	0	0	0	0	0	0	0	14	10	11	11	12	9	7	0	0	0	0	0	0	0	0	0	0	0	9	10	15	23	9	21	30	13	12	5	10	8	6	5	1	0	7	6	7	13	8	12	12	10	0	7	6	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
Prok_ASV325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	6	0	2	0	0	0	0	0	0	0	0	14	23	0	0	41	22	26	22	31	22	23	13	0	0	0	24	0	0	30	0	19	0	23	30	14	15	0	16	15	Archaea	Euryarchaeota	Thermoplasmata	NA	NA	NA	NA
Prok_ASV326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	64	41	45	62	37	0	0	0	0	0	0	0	0	0	0	0	0	0	4	19	20	3	33	24	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA
Prok_ASV327	50	27	0	31	54	47	19	0	27	0	0	0	0	0	0	0	0	0	54	71	42	12	31	64	22	71	0	26	14	22	0	23	35	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	NA	NA
Prok_ASV328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	24	21	0	0	0	27	0	27	0	0	0	0	0	0	0	18	0	19	26	35	24	40	35	25	34	33	22	0	0	0	0	0	17	14	13	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
Prok_ASV329	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	54	0	0	66	26	41	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	35	0	26	0	26	0	0	0	44	0	0	0	0	0	0	5	0	0	0	39	0	31	0	0	0	0	0	0	0	0	0	0	0	7	0	0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
Prok_ASV330	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	78	78	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	NA
Prok_ASV331	0	0	0	0	0	0	0	0	0	18	18	0	0	8	0	15	25	15	13	0	0	34	40	0	29	0	25	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	26	0	19	25	21	25	11	10	28	0	3	6	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	9	0	0	11	0	0	4	5	9	0	0	0	0	0	0	0	7	0	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	NA
Prok_ASV332	64	81	0	0	0	0	0	0	0	0	0	0	142	20	120	0	0	123	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA
Prok_ASV333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	56	43	61	78	85	65	0	0	23	0	11	4	6	7	11	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
Prok_ASV334	0	8	2	0	0	0	0	0	0	0	0	0	8	4	5	0	0	2	9	4	0	12	10	0	11	1	0	0	6	0	0	0	8	8	0	0	0	0	0	0	0	4	0	0	0	0	0	12	8	2	5	0	2	3	6	3	17	0	0	0	10	5	2	0	10	0	8	20	14	0	0	0	6	2	6	9	14	10	11	5	7	17	30	12	11	23	12	20	14	14	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
Prok_ASV335	0	40	0	0	0	0	0	0	0	22	15	18	0	17	0	18	0	19	0	0	0	0	0	0	0	0	0	0	15	0	25	0	19	0	18	26	21	9	10	0	0	0	0	33	21	0	0	0	0	0	0	9	5	0	0	18	13	17	16	0	0	0	0	0	0	0	0	0	0	6	0	7	16	14	6	13	9	11	5	6	8	2	0	0	0	0	2	5	16	14	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA	NA
Prok_ASV336	0	0	0	0	0	0	0	0	0	87	62	72	0	27	45	49	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	18	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Rokubacteria	NC10	Rokubacteriales	NA	NA	NA
Prok_ASV337	58	28	35	20	17	47	18	71	0	0	0	0	0	0	0	0	0	0	50	54	59	36	0	123	0	58	0	0	26	0	0	0	25	0	28	32	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	NA
Prok_ASV338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	24	28	0	0	0	0	0	0	0	0	0	0	0	0	0	29	49	0	45	55	0	0	0	0	0	0	0	64	0	29	0	0	0	18	27	0	0	37	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ramlibacter	NA
Prok_ASV339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	206	0	0	0	0	0	0	0	9	17	17	0	9	63	11	10	7	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	NA
Prok_ASV340	0	0	26	0	53	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	89	33	28	0	0	0	0	0	62	0	0	0	0	0	0	21	9	33	10	0	0	26	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
Prok_ASV341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	50	28	0	58	0	0	30	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	87	60	45	26	27	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV342	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	114	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	39	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
Prok_ASV343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	86	16	8	19	32	0	0	0	0	0	0	0	0	0	0	0	0	25	13	42	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	79	0	0	39	0	0	0	0	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV344	0	0	0	0	0	0	0	0	0	43	51	0	0	0	0	0	0	0	0	0	0	24	18	14	14	0	0	21	0	0	38	36	27	40	21	0	6	0	0	0	17	0	0	0	0	0	17	19	0	0	9	0	0	0	25	0	0	0	0	0	0	0	0	0	34	16	0	11	0	0	20	27	0	0	0	0	0	6	0	0	0	0	0	19	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	NA
Prok_ASV345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	61	50	51	51	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
Prok_ASV346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	31	0	7	11	7	0	0	0	0	0	0	0	0	0	0	0	0	44	19	46	30	9	19	31	0	54	0	0	0	0	0	0	0	0	0	0	0	28	16	8	25	0	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
Prok_ASV347	0	0	0	0	0	0	0	0	0	0	71	29	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	64	0	84	0	63	0	0	0	0	0	0	65	0	55	48	0	0	0	0	0	0	0	0	0	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	11	0	0	0	0	0	0	0	0	9	14	9	0	0	0	8	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA
Prok_ASV348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	49	16	0	0	29	54	0	0	0	0	8	58	97	0	0	0	34	0	0	52	42	0	0	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
