K01	K02	K03	K04	K05	K06	K07	K08	K09	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K26	K27	K28	K29	K30	K31	K32	K33	K34	K35	K36	K37	K38	K39	K40	K41	K42	K43	K44	K45	K46	K47	K48	K49	K50	K51	K52	K53	K54	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36	Kingdom	Phylum	Class	Order	Family	Genus	Species	jrk_template	COMMENT.on.genus	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Aquatic_habitat_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
Fung_ASV31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	18	0	0	0	884	11	256	0	4	25	0	0	0	26	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	NA	jrk04793	NA	wood_saprotroph	litter_saprotroph	NA	no_endophytic_capacity	NA	wood,leaf/fruit/seed	NA	partly_aquatic	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Fung_ASV32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658	724	1519	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV33	108	188	116	558	140	685	263	207	201	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA	jrk08647	NA	unspecified_saprotroph	NA	hyperviariable,_thermophile,_some_species_animal_parasite_some_species_various_saprotrophs	NA	NA	leaf/fruit/seed,soil,animal_material	mold	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA	jrk00567	NA	soil_saprotroph	root-associated	NA	root-associated	root-associated	roots,soil	NA	non-aquatic	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Fung_ASV35	0	0	3	289	0	220	0	0	0	79	17	30	0	21	225	172	0	51	0	28	0	0	0	0	0	0	0	0	0	2	0	521	399	20	1261	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA	jrk05302	NA	soil_saprotroph	root-associated	NA	root-associated	root-associated	roots,soil	chitinolytic	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Fung_ASV36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV37	0	2	0	0	0	6	0	0	0	779	23	632	8	0	13	0	0	0	9	0	0	0	0	0	0	2	0	42	45	65	0	7	19	9	35	0	18	3	5	0	0	0	0	0	0	346	38	92	17	20	35	51	97	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	xerophilus	jrk00692	NA	unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte	NA	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	9	0	0	0	0	85	13	25	454	0	199	0	22	0	0	0	0	0	0	0	0	0	0	15	0	22	114	0	0	102	54	456	0	0	0	0	0	0	0	0	0	0	8	0	296	14	433	425	0	57	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	purpureus	jrk00692	NA	unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte	NA	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV39	0	0	24	0	0	0	3	0	0	0	9	0	0	3	13	0	22	0	87	15	0	0	0	13	21	8	0	11	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	237	267	5	0	11	86	114	24	0	0	0	0	4	0	0	0	19	170	15	48	0	0	0	160	164	556	22	8	697	0	0	8	0	7	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	miczynskii	jrk06287	NA	unspecified_saprotroph	foliar_endophyte	toxin-producing,animal_parasite_some_species,mycoparasite_some_species	foliar_endophyte	NA	soil	mold	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV40	0	0	0	0	0	0	0	0	0	0	0	0	32	46	26	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	339	590	44	89	81	152	12	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	terreus	jrk00692	NA	unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte	NA	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	80	46	0	0	0	0	0	0	0	305	212	372	167	173	868	36	43	83	0	28	0	0	0	0	63	63	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	restrictum	jrk06287	NA	unspecified_saprotroph	foliar_endophyte	toxin-producing,animal_parasite_some_species,mycoparasite_some_species	foliar_endophyte	NA	soil	mold	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	373	82	0	58	155	26	161	0	0	0	0	0	0	0	0	0	0	0	0	360	331	334	0	0	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV43	0	0	0	0	12	0	0	0	0	98	44	73	30	63	36	99	115	33	56	32	64	17	54	31	73	27	69	362	82	261	200	45	184	63	164	161	17	15	52	28	10	5	0	88	11	41	5	8	75	26	21	14	55	57	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	5	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	wentii	jrk00692	NA	unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte	NA	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	1499	56	185	0	0	0	16	415	87	0	0	0	0	0	0	0	0	0	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	4	1	3	11	10	9	0	166	0	0	172	113	124	100	43	5	5	29	62	93	21	9	4	12	192	139	0	129	114	117	203	221	144	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	5	0	0	0	0	41	23	0	14	58	33	0	0	97	62	21	37	22	49	0	0	0	19	51	0	0	0	58	669	413	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	41	479	211	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	jrk00692	NA	unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte	NA	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV47	0	0	0	0	0	0	0	0	0	0	14	41	29	104	0	0	0	4	0	0	0	18	11	0	36	0	0	17	69	0	78	162	0	280	313	0	30	14	0	0	75	0	0	8	0	59	10	16	44	55	0	78	87	51	24	0	8	0	0	0	0	7	0	17	0	8	48	60	13	23	21	14	0	0	5	0	8	0	5	10	4	61	46	50	12	168	217	40	54	115	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV48	0	0	0	0	0	0	0	0	0	0	77	0	132	88	69	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	435	273	291	269	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	simplicissimum	jrk06287	NA	unspecified_saprotroph	foliar_endophyte	toxin-producing,animal_parasite_some_species,mycoparasite_some_species	foliar_endophyte	NA	soil	mold	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV49	0	11	0	0	0	0	0	0	0	5	0	77	0	0	0	0	0	0	235	38	76	0	9	0	0	0	0	0	0	451	0	207	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	8	0	0	0	243	0	498	0	64	0	0	0	0	6	27	3	0	20	0	0	0	22	0	220	0	0	0	0	0	156	0	0	5	10	13	7	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	jrk06287	NA	unspecified_saprotroph	foliar_endophyte	toxin-producing,animal_parasite_some_species,mycoparasite_some_species	foliar_endophyte	NA	soil	mold	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	363	275	126	20	82	94	15	12	18	0	0	0	0	0	0	0	0	0	173	184	88	0	43	41	129	182	83	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV51	0	0	0	0	0	0	0	0	0	1361	55	63	152	236	114	629	156	248	0	0	0	6	0	0	0	0	0	5	0	4	5	5	7	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	hancockii	jrk00692	NA	unspecified_saprotroph	foliar_endophyte	hypervariable,_saprotroph_animal_pathogen_endophyte	foliar_endophyte	NA	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV52	0	0	0	0	0	0	0	0	0	14	0	124	46	45	64	53	0	0	0	0	0	61	0	0	0	0	0	21	47	31	24	0	42	0	0	12	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	414	97	392	0	69	39	47	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	428	756	62	36	119	13	6	41	14	0	0	9	9	0	101	213	43	8	0	0	0	0	0	0	5	0	0	20	14	0	0	0	23	0	21	0	2	0	0	0	0	0	14	0	0	0	0	7	8	6	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Deniquelata	barringtoniae	jrk02471	NA	plant_pathogen	litter_saprotroph	NA	no_endophytic_capacity	leaf/fruit/seed_pathogen	leaf/fruit/seed	NA	partly_marine_(partly_non-aquatic)	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Fung_ASV54	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	10	66	2246	0	0	0	0	0	0	0	0	0	20	15	8	33	51	13	64	114	23	10	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	NA	jrk08896	NA	foliar_endophyte	wood_saprotroph	NA	foliar_endophyte	NA	wood,leaf/fruit/seed	NA	non-aquatic	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV55	0	5	37	31	78	62	19	41	76	0	0	0	0	0	0	0	0	0	92	27	12	132	866	691	8	144	218	7	3	0	2	8	0	12	1	57	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	amoeboidea	jrk05302	NA	soil_saprotroph	root-associated	NA	root-associated	root-associated	roots,soil	chitinolytic	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Fung_ASV56	0	0	0	0	0	0	0	0	0	0	216	83	143	124	107	126	48	34	0	0	0	17	0	28	0	0	11	44	83	69	127	0	153	44	80	38	57	28	36	0	0	0	24	0	31	7	74	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	6	17	27	24	17	9	20	5	2	0	6	5	2	0	0	0	31	27	0	34	27	23	5	17	11	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	intricans	NA	NA	plant_pathogen	litter_saprotroph	hypervariable,_saprotroph,damping-off_pathogen	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil,animal_material	soft_rot	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	1522	185	470	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	620	255	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV59	0	0	0	0	0	0	0	0	0	0	0	0	47	40	0	0	0	0	4	0	8	0	0	0	0	0	0	23	6	23	6	1	7	5	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	4	0	1	0	0	0	0	0	0	0	0	222	33	271	18	0	33	13	12	11	2	0	0	9	0	0	0	0	0	463	237	104	39	31	8	71	47	72	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	terrestris	jrk08023	NA	plant_pathogen	unsepcified_saprotroph	NA	no_endophytic_capacity	root_pathogen	roots	NA	non-aquatic	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Fung_ASV60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	149	0	341	136	372	0	0	0	0	0	0	0	0	0	95	1713	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA	jrk05302	NA	soil_saprotroph	root-associated	NA	root-associated	root-associated	roots,soil	chitinolytic	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Fung_ASV61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	190	121	173	158	160	486	552	349	76	51	94	103	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	49	993	17	0	224	16	25	104	23	0	0	0	6	8	6	0	0	0	0	2	0	0	0	0	0	0	0	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV63	23	12	813	81	55	284	49	211	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	alpina	jrk05302	NA	soil_saprotroph	root-associated	NA	root-associated	root-associated	roots,soil	chitinolytic	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Fung_ASV64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	202	40	22	3	14	1400	88	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV65	0	0	0	0	0	14	0	0	0	0	0	0	0	26	40	0	0	0	242	19	254	500	592	291	163	72	188	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809	573	244	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	123	564	469	0	447	8	111	31	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	terrigenum	jrk06287	NA	unspecified_saprotroph	foliar_endophyte	toxin-producing,animal_parasite_some_species,mycoparasite_some_species	foliar_endophyte	NA	soil	mold	partly_aquatic	opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV68	0	0	0	0	0	0	0	5	0	6	32	16	0	53	0	0	23	7	37	0	3	0	0	4	0	21	0	82	91	67	31	638	52	35	19	40	0	0	0	0	0	0	8	0	0	48	2	24	0	4	6	7	0	13	0	4	0	0	0	0	0	0	0	0	46	18	91	38	43	105	0	77	10	8	11	16	0	0	7	0	0	0	0	0	62	37	44	2	19	33	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	dendrobii	jrk02990	NA	plant_pathogen	litter_saprotroph	NA	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	NA	partly_aquatic	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fung_ASV69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	862	0	0	262	411	9	836	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	19	0	0	0	0	0	2	0	5	2	0	0	0	0	0	0	0	0	0	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	763	141	71	311	38	27	33	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fung_ASV71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	111	722	52	15	569	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
